C1+A520M+R5-5500+16GB+1050TI4G+1T+512G,1001
C1+B75+i73770+16GB+1050TI4G+1T+256G,1002
C1+B75+i73770+16GB+16504G+1TB+512GB,1003
C1+A520M+R5-5500+16GB+16504G+1T+512G	
C1+H510+I510400F+32GB+16504G+1T+512G	
C1+A520M+R5-5600G+32GB+NOGPU+1T+512G	
C1+A520M+R5-5500+32GB+306012G+1T+512G	
C1+H510+I510400F+32GB+306012G+1T+512G
C1+H510+I710700F+32GB+306012G+2T+512G	
C1+H510+I711700F+32GB+30708G+2T+1TN,1010
C1+B760+I713700F+32GB+4070S12G+1T,1011
C2+A520M+R5-5500+16GB+1050TI4G+1T+512G	
C2+B75+i73770+16GB+1050TI4G+1T+256G,1013
C2+B75+i73770+16GB+16504G+1T+512G,1014
C2+A520M+R5-5500+16GB+16504G+1T+512G	
C2+H510+I510400F+32GB+16504G+1T+512G	
C2+A520M+R5-5600G+32GB+NOGPU+1T+512G	
C2+A520M+R5-5500+32GB+306012G+1T+512G	
C2+H510+I510400F+32GB+306012G+1T+512G	
C2+H510+I710700F+32GB+306012G+2T+512G	
C2+H510+I711700F+32GB+30708G+2T+1TN,1021
C2+B760+I713700F+32GB+4070S12G+1T,1022
C3+A520M+R5-5500+16GB+1050TI4G+1T+512G	
C3+B75+i73770+16GB+1050TI4G+1T+256G
C3+B75+i73770+16GB+16504G+1TB+512GB     
C3+A520M+R5-5500+16GB+16504G+1T+512G    
C3+H510+I510400F+32GB+16504G+1T+512G    
C3+A520M+R5-5600G+32GB+NOGPU+1T+512G    
C3+A520M+R5-5500+32GB+306012G+1T+512G   
C3+H510+I510400F+32GB+306012G+1T+512G   
C3+H510+I710700F+32GB+306012G+2T+512G   
C3+H510+I711700F+32GB+30708G+2T+1TN     
C3+B760+I713700F+32GB+4070S12G+1T       
C4+A520M+R5-5500+16GB+1050TI4G+1T+512G  
C4+B75+i73770+16GB+1050TI4G+1T+256G     
C4+B75+i73770+16GB+16504G+1T+512G       
C4+A520M+R5-5500+16GB+16504G+1T+512G    
C4+H510+I510400F+32GB+16504G+1T+512G    
C4+A520M+R5-5600G+32GB+NOGPU+1T+512G   
C4+A520M+R5-5500+32GB+306012G+1T+512G   
C4+H510+I510400F+32GB+306012G+1T+512G   
C4+H510+I711700F+32GB+306012G+2T+512G  
C4+H510+I911900F+32GB+306012G+2T+512G    
C4+B760+I713700F+32GB+4070S12G+1T       
8/C5+A520M+R5-5500+716GB+1050TI4G+1T+512G  
C5+B75+i73770+16GB+1050TI4G+1T+256G     
C5+B75+i73770+16GB+16504G+1TB+512GB     
C5+A520M+R5-5500+16GB+16504G+1T+512G    
C5+H510+I510400F+32GB+16504G+1T+512G    
C5+A520M+R5-5600G+32GB+NOGPU+1T+512G    
C5+A520M+R5-5500+32GB+306012G+1T+512G   
C5+H510+I510400F+32GB+306012G+1T+512G   
C5+H510+I710700F+32GB+306012G+2T+512G   
C5+H510+I911700F+32GB+306012G+2T+1TN     
C5+B760+I713700F+32GB+4070S12G+1T       
C9+A520M+R5-5500+16GB+1050TI4G+1T+512G  
C9+B75+i73770+16GB+1050TI4G+1T+256G     
C9+B75+i73770+16GB+16504G+1TB+512GB     
C9+A520M+R5-5500+16GB+16504G+1T+512G	
C9+H510+I510400F+32GB+16504G+1T+512G    
C9+A520M+R5-5600G+32GB+NOGPU+1T+512G    
C9+A520M+R5-5500+32GB+306012G+1T+512G   
C9+H510+I510400F+32GB+306012G+1T+512G   
C9+H510+I710700F+32GB+306012G+2T+512G   
C9+H510+I711700F+32GB+30708G+2T+1TN     
C9+B760+I713700F+32GB+4070S12G+1T       
C4+A520M+R5-4600G+16GB+NOGPU+1T+256	
C4+A520M+R5-5500+16GB+1050TI4G+1T+512G  
C1+H510+I911900F+32GB+306012G+2T+1TN     
C5+H510+I911900F+32GB+308012G+2T+1TN     
C1+A520M+R5-4600G+16GB+NOGPU+1T+256	
C1+A520M+R5-5500+32GB+306012G+1T+512G   
C5+H510+I911900F+32GB+40608G+2T+1TN    
C1+AM4+R5-5500+16gb+30506G+1T+512G
C2+AM4+R5-5500+16gb+30506G+1T+512G
C3+AM4+R5-5500+16gb+30506G+1T+512G
C4+AM4+R5-5500+16gb+30506G+1T+512G
C5+AM4+R5-5500+16gb+30506G+1T+512G